Comunidades;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Ambos sexos;2005;3,13
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Ambos sexos;2004;2,74
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Ambos sexos;2003;2,19
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Ambos sexos;2002;1,48
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Ambos sexos;2001;0,98
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Ambos sexos;2000;0,65
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Ambos sexos;1999;0,42
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Ambos sexos;1998;0,45
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2020;5,22
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2019;4,68
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2018;4,51
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2017;4,26
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2016;4,34
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2015;4,39
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2014;4,77
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2013;5,26
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2012;5,48
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2011;5,52
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2010;5,39
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2009;5,34
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2008;4,76
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2007;3,78
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2006;3,38
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2005;3,07
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2004;2,75
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2003;2,20
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2002;1,44
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2001;0,96
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;2000;0,63
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;1999;0,40
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Hombres;1998;0,45
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2020;5,15
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2019;4,72
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2018;4,49
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2017;4,25
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2016;4,39
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2015;4,55
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2014;5,04
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2013;5,45
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2012;5,73
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2011;5,78
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2010;5,64
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2009;5,49
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2008;4,84
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2007;3,98
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2006;3,59
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2005;3,19
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2004;2,74
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2003;2,18
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2002;1,53
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2001;1,01
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;2000;0,67
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;1999;0,44
ASTURIAS, PRINCIPADO DE;0-15 años;% Extranjeros;Mujeres;1998;0,46
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2020;634.642
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2019;640.470
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2018;648.168
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2017;656.991
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2016;665.921
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2015;675.692
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2014;688.245
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2013;698.377
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2012;709.728
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2011;717.418
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2010;724.708
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2009;729.111
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2008;728.299
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2007;724.085
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2006;725.715
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2005;726.126
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2004;722.892
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2003;722.462
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2002;720.006
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2001;721.500
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;2000;722.398
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;1999;727.164
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Ambos sexos;1998;726.045
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2020;314.148
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2019;317.155
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2018;320.971
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2017;325.351
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2016;329.996
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2015;335.193
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2014;341.964
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2013;347.110
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2012;353.176
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2011;357.133
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2010;361.073
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2009;363.160
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2008;362.487
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2007;360.044
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2006;360.987
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2005;361.424
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2004;359.843
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2003;359.390
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2002;357.802
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2001;358.348
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;2000;358.476
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;1999;360.508
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Hombres;1998;360.196
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2020;320.494
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2019;323.315
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2018;327.197
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2017;331.640
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2016;335.925
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2015;340.499
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2014;346.281
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2013;351.267
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2012;356.552
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2011;360.285
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2010;363.635
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2009;365.951
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2008;365.812
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2007;364.041
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2006;364.728
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2005;364.702
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2004;363.049
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2003;363.072
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2002;362.204
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2001;363.152
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;2000;363.921
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;1999;366.655
ASTURIAS, PRINCIPADO DE;16-64 años;TOTAL;Mujeres;1998;365.850
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2020;597.761
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2019;606.460
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2018;615.305
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2017;624.959
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2016;632.503
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2015;641.338
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2014;650.707
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2013;658.054
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2012;667.384
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2011;675.401
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2010;683.442
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2009;689.712
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2008;694.289
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2007;696.889
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2006;700.529
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2005;703.968
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2004;704.493
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2003;706.186
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2002;707.682
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2001;712.516
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;2000;715.949
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;1999;722.193
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Ambos sexos;1998;721.153
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2020;297.245
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2019;301.546
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2018;305.888
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2017;310.555
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2016;314.450
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2015;319.050
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2014;323.819
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2013;327.732
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2012;332.327
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2011;336.444
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2010;340.590
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2009;343.607
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2008;346.019
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2007;347.508
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2006;349.499
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2005;351.362
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2004;351.505
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2003;352.013
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2002;352.305
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2001;354.298
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;2000;355.346
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;1999;357.999
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Hombres;1998;357.750
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2020;300.516
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2019;304.914
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2018;309.417
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2017;314.404
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2016;318.053
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2015;322.288
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2014;326.888
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2013;330.322
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2012;335.057
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2011;338.957
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2010;342.852
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2009;346.105
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2008;348.270
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2007;349.381
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2006;351.030
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2005;352.606
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2004;352.988
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2003;354.173
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2002;355.377
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2001;358.217
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;2000;360.603
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;1999;364.194
ASTURIAS, PRINCIPADO DE;16-64 años;Españoles;Mujeres;1998;363.403
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2020;36.881
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2019;34.010
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2018;32.863
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2017;32.032
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2016;33.418
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2015;34.354
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2014;37.538
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2013;40.323
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2012;42.344
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2011;42.017
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2010;41.266
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2009;39.399
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2008;34.010
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2007;27.196
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2006;25.186
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2005;22.158
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2004;18.399
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2003;16.276
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2002;12.324
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2001;8.984
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;2000;6.449
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;1999;4.971
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Ambos sexos;1998;4.892
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2020;16.903
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2019;15.609
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2018;15.083
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2017;14.796
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2016;15.546
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2015;16.143
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2014;18.145
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2013;19.378
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2012;20.849
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2011;20.689
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2010;20.483
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2009;19.553
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2008;16.468
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2007;12.536
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2006;11.488
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2005;10.062
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2004;8.338
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2003;7.377
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2002;5.497
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2001;4.049
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;2000;3.130
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;1999;2.509
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Hombres;1998;2.446
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2020;19.978
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2019;18.401
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2018;17.780
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2017;17.236
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2016;17.872
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2015;18.211
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2014;19.393
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2013;20.945
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2012;21.495
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2011;21.328
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2010;20.783
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2009;19.846
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2008;17.542
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2007;14.660
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2006;13.698
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2005;12.096
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2004;10.061
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2003;8.899
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2002;6.827
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2001;4.935
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;2000;3.318
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;1999;2.462
ASTURIAS, PRINCIPADO DE;16-64 años;Extranjeros;Mujeres;1998;2.446
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2020;5,81
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2019;5,31
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2018;5,07
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2017;4,88
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2016;5,02
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2015;5,08
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2014;5,45
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2013;5,77
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2012;5,97
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2011;5,86
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2010;5,69
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2009;5,40
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2008;4,67
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2007;3,76
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2006;3,47
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2005;3,05
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2004;2,55
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2003;2,25
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2002;1,71
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2001;1,25
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;2000;0,89
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;1999;0,68
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Ambos sexos;1998;0,67
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2020;5,38
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2019;4,92
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2018;4,70
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2017;4,55
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2016;4,71
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2015;4,82
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2014;5,31
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2013;5,58
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2012;5,90
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2011;5,79
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2010;5,67
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2009;5,38
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2008;4,54
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2007;3,48
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2006;3,18
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2005;2,78
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2004;2,32
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2003;2,05
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2002;1,54
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2001;1,13
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;2000;0,87
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;1999;0,70
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Hombres;1998;0,68
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Mujeres;2020;6,23
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Mujeres;2019;5,69
ASTURIAS, PRINCIPADO DE;16-64 años;% Extranjeros;Mujeres;2018;5,43
